Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
31,Pokémon Yellow: Special Pikachu Edition,GB,1998.0,Role-Playing,Nintendo,2.4269322199023193,2.244994432064365,1.7663521732655694,0.7681145747868608,3.8262252939417984
32,Call of Duty: Black Ops,X360,2010.0,Shooter,Activision,3.1096623610932426,1.9313207915827966,0.33166247903553997,1.0630145812734648,3.8262252939417984
33,Pokemon X/Pokemon Y,3DS,2013.0,Role-Playing,Nintendo,2.2737634001804143,2.0124611797498106,2.083266665599966,0.8888194417315589,3.788139384975162
34,Call of Duty: Black Ops 3,PS4,2015.0,Shooter,Activision,2.4020824298928627,2.41039415863879,0.5916079783099616,1.5198684153570663,3.7735924528226414
35,Call of Duty: Black Ops II,PS3,2012.0,Shooter,Activision,2.233830790368868,2.4248711305964283,0.806225774829855,1.5874507866387544,3.7456641600656084
36,Call of Duty: Black Ops II,X360,2012.0,Shooter,Activision,2.8722813232690143,2.073644135332772,0.2645751311064591,1.0583005244258363,3.705401462729781
37,Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,Activision,2.9189039038652846,1.905255888325765,0.282842712474619,1.1357816691600546,3.675595189897821
38,Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,Activision,2.353720459187964,2.4124676163629637,0.7,1.2727922061357855,3.6687872655688283
39,Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,2.6438608132804573,2.12367605815953,0.5477225575051661,1.140175425099138,3.6193922141707713
40,Super Smash Bros. Brawl,Wii,2008.0,Fighting,Nintendo,2.598076211353316,1.6155494421403511,1.6309506430300091,1.0099504938362078,3.6110940170535577
41,Call of Duty: Black Ops,PS3,2010.0,Shooter,Activision,2.445403852127497,2.1071307505705477,0.6928203230275509,1.3527749258468684,3.5679125549822546
42,Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,1.5968719422671311,1.876166303929372,2.3086792761230392,0.938083151964686,3.502855977627399
43,Mario Kart 7,3DS,2011.0,Racing,Nintendo,2.177154105707724,1.977371993328519,1.6340134638368191,0.9433981132056604,3.4942810419312296
44,Halo 3,X360,2007.0,Shooter,Microsoft Game Studios,2.8231188426986207,1.6822603841260722,0.36055512754639896,1.1,3.4842502780368694
45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,1.9493588689617927,2.41039415863879,0.6,1.4212670403551895,3.461213659975356
46,Pokemon HeartGold/Pokemon SoulSilver,DS,2009.0,Action,Nintendo,2.0976176963403033,1.6643316977093239,1.98997487421324,0.8774964387392122,3.449637662132068
47,Super Mario 64,N64,1996.0,Platform,Nintendo,2.6286878856189833,1.6881943016134133,1.3820274961085253,0.47958315233127197,3.448187929913334
48,Gran Turismo 4,PS2,2004.0,Racing,Sony Computer Entertainment,1.7349351572897471,0.1,1.0488088481701516,2.7440845468024486,3.4146742157927745
49,Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,2.4819347291981715,1.8439088914585775,1.0954451150103321,0.8717797887081347,3.394112549695428
50,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014.0,Role-Playing,Nintendo,2.0566963801203135,1.835755975068582,1.7549928774784245,0.806225774829855,3.366006535941367
51,Super Mario Land 2: 6 Golden Coins,GB,1992.0,Adventure,Nintendo,2.4819347291981715,1.42828568570857,1.6401219466856725,0.5385164807134504,3.3436506994600976
52,Grand Theft Auto IV,X360,2008.0,Action,Take-Two Interactive,2.6,1.760681686165901,0.37416573867739417,1.014889156509222,3.3196385345395663
53,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,2.004993765576342,1.9672315572906003,1.5937377450509227,0.7211102550927979,3.3090784215548594
54,Super Mario 3D Land,3DS,2011.0,Platform,Nintendo,2.211334438749598,1.7291616465790582,1.4594519519326423,0.8831760866327847,3.2848135411313684
55,Gran Turismo 5,PS3,2010.0,Racing,Sony Computer Entertainment,1.7204650534085253,2.209072203437452,0.9,1.4560219778561037,3.281767816284388
56,Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,Activision,2.233830790368868,1.9209372712298547,0.6164414002968976,1.2767145334803705,3.269556544854363
57,Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,2.181742422927143,1.9390719429665315,0.6633249580710799,1.2727922061357855,3.2511536414017717
58,Super Mario All-Stars,SNES,1993.0,Platform,Nintendo,2.4474476501040834,1.466287829861518,1.4560219778561037,0.5385164807134504,3.248076353782343
59,Pokemon FireRed/Pokemon LeafGreen,GBA,2004.0,Role-Playing,Nintendo,2.083266665599966,1.6278820596099706,1.7748239349298849,0.5916079783099616,3.2388269481403293
60,Super Mario 64,DS,2004.0,Platform,Nintendo,2.253885533916929,1.7635192088548397,1.118033988749895,0.9899494936611666,3.2280024783137944
61,Just Dance 3,Wii,2011.0,Misc,Ubisoft,2.4596747752497685,1.7748239349298849,0.0,1.03440804327886,3.2031234756093934
62,Call of Duty: Ghosts,X360,2013.0,Shooter,Activision,2.592296279363144,1.6217274740226855,0.2,0.9055385138137416,3.1953090617340916
63,Halo: Reach,X360,2010.0,Shooter,Microsoft Game Studios,2.6514147167125706,1.407124727947029,0.282842712474619,0.8831760866327847,3.1432467291003423
64,Mario Kart 64,N64,1996.0,Racing,Nintendo,2.355843797877949,1.3928388277184118,1.493318452306808,0.3872983346207417,3.1416556144810017
65,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,1.9131126469708992,1.752141546793523,1.5716233645501712,0.7937253933193772,3.1336879231984796
66,Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,2.5748786379167465,1.5362291495737217,0.2,0.8544003745317531,3.1240998703626617
67,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,1.7349351572897471,1.5716233645501712,1.8110770276274832,0.9797958971132712,3.117691453623979
68,Call of Duty: Ghosts,PS3,2013.0,Shooter,Activision,2.0223748416156684,1.9313207915827966,0.6164414002968976,1.174734012447073,3.0967725134404045
69,Just Dance 2,Wii,2010.0,Misc,Ubisoft,2.4166091947189146,1.7,0.1,0.8831760866327847,3.0854497241083023
70,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,1.969771560359221,1.849324200890693,1.3,0.7071067811865476,3.0805843601498726
71,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,Activision,2.4310491562286436,1.5427248620541512,0.36055512754639896,0.9486832980505138,3.0528675044947495
72,Donkey Kong Country,SNES,1994.0,Platform,Nintendo,2.08806130178211,1.307669683062202,1.7320508075688772,0.47958315233127197,3.0495901363953815
73,Minecraft,X360,2013.0,Misc,Microsoft Game Studios,2.3622023622035435,1.6822603841260722,0.1414213562373095,0.8774964387392122,3.03315017762062
74,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,1.4177446878757824,1.5231546211727816,2.08806130178211,0.6403124237432849,3.014962686336267
75,Mario Party DS,DS,2007.0,Misc,Nintendo,2.1118712081942874,1.3711309200802089,1.407124727947029,0.8366600265340756,3.003331483536241
76,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,2.2427661492005804,1.6911534525287764,0.31622776601683794,0.9219544457292888,2.973213749463701
77,Super Mario Kart,SNES,1992.0,Racing,Nintendo,1.8814887722226779,1.1135528725660044,1.9519221295943134,0.4242640687119285,2.9597297173897483
78,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.0535653752852738,2.4617067250182343,0.2449489742783178,1.1224972160321824,2.9137604568666933
79,Wii Party,Wii,2010.0,Misc,Nintendo,1.3379088160259651,1.8788294228055935,1.57797338380595,0.8246211251235321,2.9137604568666933
80,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,2.6115129714401193,1.2369316876852983,0.22360679774997896,0.282842712474619,2.9137604568666933
81,Mario Party 8,Wii,2007.0,Misc,Nintendo,1.9519221295943134,1.51657508881031,1.2569805089976536,0.8544003745317531,2.9017236257093817
82,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,1.705872210923198,1.3638181696985856,1.772004514666935,0.6557438524302001,2.8861739379323623
83,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,1.0295630140987,2.247220505424423,0.36055512754639896,1.4177446878757824,2.870540018881465
84,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.9899494936611666,2.5337718918639855,0.0,0.8426149773176358,2.8478061731796283
85,GoldenEye 007,N64,1997.0,Shooter,Nintendo,2.4083189157584592,1.4177446878757824,0.36055512754639896,0.3872983346207417,2.8442925306655784
86,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,1.606237840420901,1.9748417658131499,0.812403840463596,0.9539392014169457,2.839013913315678
87,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,1.705872210923198,1.4387494569938157,1.6522711641858305,0.5744562646538028,2.8372521918222215
88,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,1.5099668870541498,1.3114877048604001,1.905255888325765,0.47958315233127197,2.8035691537752374
89,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,1.6792855623746665,1.3341664064126333,1.6401219466856725,0.7416198487095663,2.8
90,Pac-Man,2600,1982.0,Puzzle,Atari,2.6981475126464085,0.6708203932499369,0.0,0.282842712474619,2.794637722496424
91,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,1.70293863659264,1.6822603841260722,0.4898979485566356,1.3228756555322954,2.778488797889961
92,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,1.9131126469708992,1.5556349186104046,0.9899494936611666,0.8,2.7730849247724096
93,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,1.711724276862369,1.8138357147217055,0.469041575982343,1.1090536506409416,2.7694764848252458
94,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,1.6733200530681511,1.816590212458495,0.37416573867739417,1.1704699910719625,2.756809750418044
95,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,2.0248456731316584,1.374772708486752,1.2041594578792296,0.4,2.756809750418044
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,1.944222209522358,1.4730919862656235,1.1445523142259597,0.5567764362830022,2.753179979587241
97,Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,2.32163735324878,1.0862780491200215,0.8366600265340756,0.43588989435406733,2.7313000567495327
98,Super Smash Bros. for Wii U and 3DS,3DS,2014.0,Fighting,Nintendo,1.8,1.161895003862225,1.5556349186104046,0.6557438524302001,2.7294688127912363
99,Call of Duty: World at War,X360,2008.0,Shooter,Activision,2.188606862823929,1.378404875209022,0.0,0.8306623862918074,2.7147743920996454
100,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,2.1118712081942874,1.4594519519326423,0.2449489742783178,0.8306623862918074,2.7092434368288134
101,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,1.9570385790780926,1.4798648586948742,0.7745966692414834,0.8366600265340756,2.7037011669191546
102,Call of Duty: Black Ops 3,XOne,2015.0,Shooter,Activision,2.1260291625469296,1.445683229480096,0.1,0.8185352771872451,2.701851217221259
103,Just Dance,Wii,2009.0,Misc,Ubisoft,1.8734993995195195,1.740689518552921,0.0,0.8544003745317531,2.6962937525425525
104,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,1.6881943016134133,1.711724276862369,0.5916079783099616,1.0488088481701516,2.6888659319497505
105,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,1.8083141320025125,1.6822603841260722,0.282842712474619,1.0099504938362078,2.6832815729997477
106,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,1.8083141320025125,1.489966442575134,1.1832159566199232,0.5385164807134504,2.6758176320519302
107,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,1.9183326093250879,1.3228756555322954,1.1916375287812984,0.5291502622129182,2.670205984563738
108,Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,2.1,1.019803902718557,1.1789826122551597,0.469041575982343,2.658947160061666
109,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,1.7691806012954132,1.4387494569938157,1.1269427669584644,0.7,2.6381811916545836
110,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,1.5716233645501712,1.7748239349298849,0.4898979485566356,1.0488088481701516,2.6381811916545836
111,Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,2.029778313018444,1.3304134695650072,0.9327379053088815,0.43588989435406733,2.6362852652928135
112,Just Dance 4,Wii,2012.0,Misc,Ubisoft,2.0346989949375804,1.4866068747318506,0.0,0.7483314773547883,2.6286878856189833
113,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.8831760866327847,2.078460969082653,0.2645751311064591,1.3152946437965904,2.6267851073127395
114,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,1.6462077633154328,1.7378147196982767,0.282842712474619,1.044030650891055,2.6267851073127395
115,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,1.711724276862369,1.6583123951777,0.41231056256176607,0.99498743710662,2.613426869074396
116,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,1.6643316977093239,1.6733200530681511,0.43588989435406733,1.0295630140987,2.613426869074396
117,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,1.797220075561143,1.5329709716755893,0.9695359714832658,0.5477225575051661,2.6115129714401193
118,Zumba Fitness,Wii,2010.0,Sports,505 Games,1.8708286933869707,1.624807680927192,0.0,0.8185352771872451,2.6095976701399777
119,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,2.0371548787463363,1.3856406460551018,0.2449489742783178,0.8,2.6
120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,1.8083141320025125,1.5,0.458257569495584,1.0,2.5942243542145698
121,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,1.760681686165901,1.51657508881031,0.5291502622129182,1.019803902718557,2.592296279363144
122,FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.916515138991168,2.078460969082653,0.33166247903553997,1.1916375287812984,2.5865034312755126
123,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.2922847983320085,1.6673332000533065,1.2649110640673518,0.7874007874011811,2.582634314028992
124,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,1.6703293088490065,1.6155494421403511,0.41231056256176607,1.014889156509222,2.569046515733026
125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.8888194417315589,2.071231517720798,0.22360679774997896,1.2124355652982142,2.567099530598687
126,Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,1.8027756377319946,1.3564659966250536,1.014889156509222,0.6855654600401044,2.567099530598687
127,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,1.5968719422671311,1.6462077633154328,0.5,1.02469507659596,2.5612496949731396
128,The Legend of Zelda,NES,1986.0,Action,Nintendo,1.9339079605813716,0.9643650760992956,1.3,0.37416573867739417,2.5514701644346145
129,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,1.624807680927192,1.6,0.4,1.0677078252031311,2.5495097567963922
130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,2.23159136044214,1.140175425099138,0.282842712474619,0.2645751311064591,2.535744466621193
131,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,1.6031219541881396,1.2569805089976536,1.4352700094407325,0.458257569495584,2.5317977802344327
132,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,1.9078784028338913,1.0954451150103321,1.2206555615733703,0.2645751311064591,2.5298221281347035
133,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,1.5968719422671311,1.2489995996796797,1.1357816691600546,0.99498743710662,2.5278449319529077
134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,2.083266665599966,1.161895003862225,0.2449489742783178,0.7810249675906654,2.5219040425836985
135,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,1.9235384061671346,1.40356688476182,0.3,0.7549834435270749,2.5179356624028344
136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,2.0024984394500787,1.1224972160321824,0.9327379053088815,0.41231056256176607,2.511971337416094
137,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,1.5716233645501712,0.9110433579144299,1.6941074346097416,0.34641016151377546,2.5099800796022267
138,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.2645751311064591,2.4919871588754225,0.0,0.0,2.5059928172283334
139,Driver,PS,1999.0,Action,GT Interactive,1.7635192088548397,1.6733200530681511,0.1414213562373095,0.5744562646538028,2.5039968051097827
140,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,1.9798989873223332,1.3341664064126333,0.17320508075688773,0.714142842854285,2.4979991993593593
141,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,2.0124611797498106,1.2727922061357855,0.2645751311064591,0.7,2.4979991993593593
142,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,1.8814887722226779,1.378404875209022,0.2645751311064591,0.7745966692414834,2.471841418861655
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,1.5652475842498528,1.4177446878757824,0.9327379053088815,0.848528137423857,2.4596747752497685
144,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,2.1142374511865976,1.0954451150103321,0.4,0.43588989435406733,2.455605831561735
145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,1.6217274740226855,1.3190905958272918,0.9110433579144299,0.9110433579144299,2.455605831561735
146,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,1.783255450012701,1.3527749258468684,0.8831760866327847,0.4898979485566356,2.455605831561735
147,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,1.5524174696260025,1.5099668870541498,0.5291502622129182,1.004987562112089,2.4474476501040834
148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.3711309200802089,0.0,1.5264337522473748,1.3190905958272918,2.4392621835300936
149,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,1.6733200530681511,1.4317821063276353,0.41231056256176607,0.9486832980505138,2.4331050121192876
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.812403840463596,0.8306623862918074,2.085665361461421,0.3872983346207417,2.4166091947189146
151,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,1.9131126469708992,1.2767145334803705,0.0,0.7280109889280518,2.414539293529927
152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.3711309200802089,1.2124355652982142,1.4212670403551895,0.6708203932499369,2.4124676163629637
153,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,1.5033296378372907,1.374772708486752,1.1661903789690602,0.47958315233127197,2.3958297101421877
154,Cooking Mama,DS,2006.0,Simulation,505 Games,1.7691806012954132,1.3928388277184118,0.2645751311064591,0.7615773105863908,2.3916521486202797
155,Destiny,PS4,2014.0,Shooter,Activision,1.57797338380595,1.4317821063276353,0.4,0.9797958971132712,2.3769728648009427
156,Tetris,NES,1988.0,Puzzle,Nintendo,1.7233687939614086,0.8306623862918074,1.3453624047073711,0.33166247903553997,2.3622023622035435
157,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,1.5937377450509227,1.396424004376894,0.458257569495584,0.9327379053088815,2.360084744241189
158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,1.7175564037317668,0.7745966692414834,1.40356688476182,0.2,2.355843797877949
159,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,1.8110770276274832,1.284523257866513,0.2645751311064591,0.7416198487095663,2.355843797877949
160,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,1.6431676725154984,1.3820274961085253,0.33166247903553997,0.8944271909999159,2.3515952032609695
161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,1.7291616465790582,1.3856406460551018,0.31622776601683794,0.714142842854285,2.3473389188611002
162,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.6855654600401044,0.7549834435270749,2.0322401432901573,0.5830951894845301,2.345207879911715
163,Super Mario Advance,GBA,2001.0,Platform,Nintendo,1.772004514666935,1.1135528725660044,0.9539392014169457,0.4472135954999579,2.3430749027719964
164,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,1.6186414056238645,1.2806248474865698,0.99498743710662,0.47958315233127197,2.3388031127052997
165,Super Mario World,GBA,2001.0,Platform,Nintendo,1.7916472867168918,1.0535653752852738,0.9746794344808963,0.4472135954999579,2.3366642891095846
166,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,1.783255450012701,1.1135528725660044,0.9695359714832658,0.3,2.3345235059857505
167,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,1.6492422502470643,1.3674794331177345,0.0,0.916515138991168,2.3302360395462087
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,1.4387494569938157,1.5132745950421556,0.4898979485566356,0.9055385138137416,2.328089345364563
169,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.40356688476182,1.5842979517754858,0.0,0.9695359714832658,2.328089345364563
170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.3190905958272918,1.1135528725660044,1.3674794331177345,0.7211102550927979,2.3151673805580453
171,Dr. Mario,GB,1989.0,Puzzle,Nintendo,1.47648230602334,0.9797958971132712,1.4142135623730951,0.4472135954999579,2.3108440016582685
172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,1.7378147196982767,1.0583005244258363,1.004987562112089,0.4,2.3043437243605824
173,Assassin's Creed III,X360,2012.0,Action,Ubisoft,1.7691806012954132,1.307669683062202,0.17320508075688773,0.6633249580710799,2.3021728866442674
174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.2727922061357855,0.8774964387392122,1.6673332000533065,0.37416573867739417,2.3021728866442674
175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.3856406460551018,1.0392304845413265,1.452583904633395,0.41231056256176607,2.3
176,Donkey Kong 64,N64,1999.0,Platform,Nintendo,1.8248287590894658,0.8888194417315589,1.044030650891055,0.2449489742783178,2.295648056649799
177,Assassin's Creed II,X360,2009.0,Action,Ubisoft,1.760681686165901,1.2489995996796797,0.282842712474619,0.714142842854285,2.295648056649799
178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.104536101718726,1.5748015748023623,1.014889156509222,0.7211102550927979,2.293468988235943
179,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,1.51657508881031,1.5684387141358123,0.4472135954999579,0.5291502622129182,2.2891046284519194
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.806225774829855,0.8660254037844386,1.9,0.4472135954999579,2.2825424421026654
182,Diablo III,PC,2012.0,Role-Playing,Activision,1.5588457268119895,1.466287829861518,0.0,0.7874007874011811,2.280350850198276
